-3.3503	-0.6293	-95.1395
-3.3498	-0.6297	-95.1397
-3.3505	-0.6302	-95.1414
-3.3503	-0.6312	-95.1425
-3.3495	-0.6314	-95.1437
-3.3496	-0.6303	-95.1458
-3.3494	-0.6309	-95.1452
-3.3496	-0.6309	-95.1453
-3.3495	-0.6299	-95.1457
-3.3490	-0.6303	-95.1461
-3.3489	-0.6302	-95.1466
-3.3482	-0.6312	-95.1455
-3.3480	-0.6323	-95.1461
-3.3483	-0.6312	-95.1536
-3.3491	-0.6323	-95.1597
-3.3490	-0.6317	-95.1684
-3.3502	-0.6314	-95.1759
-3.3499	-0.6325	-95.1821
-3.3491	-0.6333	-95.1872
-3.3494	-0.6340	-95.1940
-3.3501	-0.6350	-95.1993
-3.3501	-0.6357	-95.2046
-3.3494	-0.6356	-95.2116
-3.3494	-0.6349	-95.2180
-3.3507	-0.6338	-95.2260
-3.3501	-0.6343	-95.2312
-3.3504	-0.6344	-95.2372
-3.3494	-0.6331	-95.2453
-3.3495	-0.6326	-95.2517
-3.3492	-0.6325	-95.2568
-3.3493	-0.6334	-95.2615
-3.3489	-0.6333	-95.2680
-3.3486	-0.6335	-95.2728
-3.3489	-0.6336	-95.2796
-3.3479	-0.6353	-95.2826
-3.3483	-0.6354	-95.2893
-3.3478	-0.6354	-95.2957
-3.3481	-0.6346	-95.3032
-3.3484	-0.6347	-95.3096
-3.3486	-0.6351	-95.3151
-3.3490	-0.6340	-95.3230
-3.3487	-0.6340	-95.3272
-3.3480	-0.6346	-95.3316
-3.3489	-0.6333	-95.3273
-3.3482	-0.6335	-95.3210
-3.3479	-0.6346	-95.3138
-3.3482	-0.6350	-95.3090
-3.3482	-0.6335	-95.3061
-3.3477	-0.6342	-95.2989
-3.3477	-0.6345	-95.2938
-3.3477	-0.6349	-95.2893
-3.3466	-0.6353	-95.2835
-3.3466	-0.6361	-95.2796
-3.3471	-0.6360	-95.2815
-3.3469	-0.6360	-95.2820
-3.3485	-0.6363	-95.2819
-3.3489	-0.6365	-95.2825
-3.3484	-0.6356	-95.2834
-3.3485	-0.6351	-95.2833
-3.3495	-0.6354	-95.2834
-3.3497	-0.6356	-95.2838
-3.3496	-0.6353	-95.2841
-3.3493	-0.6351	-95.2861
-3.3489	-0.6346	-95.2875
-3.3488	-0.6348	-95.2887
-3.3488	-0.6350	-95.2887
-3.3495	-0.6353	-95.2885
-3.3504	-0.6353	-95.2894
-3.3508	-0.6365	-95.2899
-3.3515	-0.6374	-95.2895
-3.3523	-0.6361	-95.2925
-3.3517	-0.6361	-95.2942
-3.3513	-0.6359	-95.2933
-3.3513	-0.6358	-95.2892
-3.3517	-0.6353	-95.2857
-3.3516	-0.6341	-95.2829
-3.3512	-0.6349	-95.2778
-3.3513	-0.6344	-95.2742
-3.3522	-0.6349	-95.2698
-3.3514	-0.6350	-95.2673
-3.3520	-0.6340	-95.2644
-3.3527	-0.6345	-95.2587
-3.3531	-0.6343	-95.2573
-3.3532	-0.6341	-95.2596
-3.3528	-0.6348	-95.2603
-3.3523	-0.6355	-95.2618
-3.3519	-0.6353	-95.2620
-3.3513	-0.6348	-95.2626
-3.3518	-0.6345	-95.2641
-3.3512	-0.6341	-95.2663
-3.3516	-0.6356	-95.2660
-3.3512	-0.6359	-95.2677
-3.3514	-0.6351	-95.2653
-3.3523	-0.6356	-95.2603
-3.3527	-0.6352	-95.2575
-3.3525	-0.6353	-95.2527
-3.3521	-0.6346	-95.2489
-3.3518	-0.6360	-95.2424
-3.3517	-0.6350	-95.2401
-3.3517	-0.6349	-95.2360
-3.3516	-0.6357	-95.2306
-3.3514	-0.6357	-95.2279
-3.3514	-0.6361	-95.2277
-3.3518	-0.6362	-95.2298
-3.3522	-0.6364	-95.2316
-3.3524	-0.6361	-95.2331
-3.3517	-0.6357	-95.2346
-3.3509	-0.6349	-95.2375
-3.3503	-0.6363	-95.2358
-3.3503	-0.6353	-95.2379
-3.3511	-0.6345	-95.2398
